,Supplier.Name,lat,long,Total.Population.Served,liters.2014.2015,liters.2014.2015.capita,Month,Year,Conservation.Standard.2015,SPEI_3YEARS,SPI_3YEARS
0,Adelanto,34.6093615,-117.6754371,31765,421623033.478188,13273.1948206576,Oct,14,20%,-2.164464696,-1.659207743
1,Adelanto,34.6093615,-117.6754371,32543,455006586.61781,13981.7037955262,May,15,20%,-2.164464696,-1.659207743
2,Adelanto,34.6093615,-117.6754371,32543,420862165.558803,12932.4944092064,Apr,15,20%,-2.164464696,-1.659207743
3,Adelanto,34.6093615,-117.6754371,28723,520051443.756341,18105.7495302141,Jun,15,20%,-2.164464696,-1.659207743
4,Adelanto,34.6093615,-117.6754371,31765,299244431.658162,9420.57080617542,Dec,14,20%,-2.164464696,-1.659207743
5,Adelanto,34.6093615,-117.6754371,31765,353262268.522023,11121.1165912804,Nov,14,20%,-2.164464696,-1.659207743
6,Adelanto,34.6093615,-117.6754371,31765,531548990.809018,16733.7947681101,Jun,14,20%,-2.164464696,-1.659207743
7,Adelanto,34.6093615,-117.6754371,31765,469514346.713505,14780.8703514404,Sep,14,20%,-2.164464696,-1.659207743
8,Adelanto,34.6093615,-117.6754371,31765,490267704.374423,15434.2107468731,Aug,14,20%,-2.164464696,-1.659207743
9,Adelanto,34.6093615,-117.6754371,31765,611686666.262889,19256.6241543488,Jul,14,20%,-2.164464696,-1.659207743
10,Adelanto,34.6093615,-117.6754371,32543,357869115.576215,10996.8077797442,Mar,15,20%,-2.164464696,-1.659207743
11,Adelanto,34.6093615,-117.6754371,28723,490405871.931923,17073.6299109398,Jul,15,20%,-2.164464696,-1.659207743
12,Adelanto,34.6093615,-117.6754371,28723,455693903.971655,15865.1221659177,Aug,15,20%,-2.164464696,-1.659207743
13,Adelanto,34.6093615,-117.6754371,32543,265050800.23621,8144.63326172171,Feb,15,20%,-2.164464696,-1.659207743
14,Adelanto,34.6093615,-117.6754371,32543,319000499.674455,9802.43062023951,Jan,15,20%,-2.164464696,-1.659207743
15,Alameda,36.778261,-119.4179324,346000,4387293127.205,12680.0379398989,Aug,15,16%,-2.515306782,-2.230197237
16,Alameda,36.778261,-119.4179324,340000,3418227518.43496,10053.6103483381,Nov,14,16%,-2.515306782,-2.230197237
17,Alameda,36.778261,-119.4179324,340000,3250533743.16733,9560.39336225685,Jan,15,16%,-2.515306782,-2.230197237
18,Alameda,36.778261,-119.4179324,340000,3062777281.46813,9008.16847490628,Dec,14,16%,-2.515306782,-2.230197237
19,Alameda,36.778261,-119.4179324,344000,4042820586.58753,11752.3854261265,Jun,15,16%,-2.515306782,-2.230197237
20,Alameda,36.778261,-119.4179324,340000,3622639795.28489,10654.8229273085,Apr,15,16%,-2.515306782,-2.230197237
21,Alameda,36.778261,-119.4179324,346000,4341868176.79391,12548.7519560518,Jul,15,16%,-2.515306782,-2.230197237
22,Alameda,36.778261,-119.4179324,340000,5022485350.45349,14772.0157366279,Aug,14,16%,-2.515306782,-2.230197237
23,Alameda,36.778261,-119.4179324,344000,3837272685.97732,11154.8624592364,May,15,16%,-2.515306782,-2.230197237
24,Alameda,36.778261,-119.4179324,340000,3010160047.24195,8853.41190365279,Feb,15,16%,-2.515306782,-2.230197237
25,Alameda,36.778261,-119.4179324,340000,4621988704.329,13594.0844244971,Sep,14,16%,-2.515306782,-2.230197237
26,Alameda,36.778261,-119.4179324,340000,3637781445.42192,10699.3571924174,Mar,15,16%,-2.515306782,-2.230197237
27,Alameda,36.778261,-119.4179324,340000,4330133397.93771,12735.6864645227,Oct,14,16%,-2.515306782,-2.230197237
28,Alameda,36.778261,-119.4179324,337562,5304120043.00229,15713.0246976919,Jul,14,16%,-2.515306782,-2.230197237
29,Alco,36.778261,-119.4179324,29141,377602471.117302,12957.7732787928,Nov,14,24%,-2.515306782,-2.230197237
30,Alco,36.778261,-119.4179324,29179,455960510.576443,15626.3240884349,Aug,15,24%,-2.515306782,-2.230197237
31,Alco,36.778261,-119.4179324,29179,445342428.417849,15262.4294327376,Jul,15,24%,-2.515306782,-2.230197237
32,Alco,36.778261,-119.4179324,29179,426994533.8643,14633.6246569211,Jun,15,24%,-2.515306782,-2.230197237
33,Alco,36.778261,-119.4179324,29141,469205669.033811,16101.2205838445,Oct,14,24%,-2.515306782,-2.230197237
34,Alco,36.778261,-119.4179324,29179,414673016.065291,14211.3511794541,Apr,15,24%,-2.515306782,-2.230197237
35,Alco,36.778261,-119.4179324,29179,370845509.743652,12709.328960679,Mar,15,24%,-2.515306782,-2.230197237
36,Alco,36.778261,-119.4179324,29179,340543282.406917,11670.8345867547,Feb,15,24%,-2.515306782,-2.230197237
37,Alco,36.778261,-119.4179324,29179,390987689.838439,13399.6260954261,May,15,24%,-2.515306782,-2.230197237
38,Alco,36.778261,-119.4179324,29141,339460654.422119,11648.9020425558,Dec,14,24%,-2.515306782,-2.230197237
39,Alco,36.778261,-119.4179324,29141,484555516.860227,16627.964615498,Sep,14,24%,-2.515306782,-2.230197237
40,Alco,36.778261,-119.4179324,29334,500976636.433839,17078.3608247712,Aug,14,24%,-2.515306782,-2.230197237
41,Alco,36.778261,-119.4179324,29179,339543933.497873,11636.5856779832,Jan,15,24%,-2.515306782,-2.230197237
42,Alco,36.778261,-119.4179324,29334,528227821.267962,18007.3573760129,Jul,14,24%,-2.515306782,-2.230197237
43,Alco,36.778261,-119.4179324,29334,513623699.710794,17509.5009105746,Jun,14,24%,-2.515306782,-2.230197237
44,Alhambra,37.8012978,-122.4405747,85068,1261431126.91731,14828.5033963101,Jun,14,24%,-1.947805643,-1.301461457
45,Alhambra,37.8012978,-122.4405747,85068,1267931568.93993,14904.9180530862,Aug,14,24%,-1.947805643,-1.301461457
46,Alhambra,37.8012978,-122.4405747,85068,1163912161.77339,13682.1385453213,Oct,14,24%,-1.947805643,-1.301461457
47,Alhambra,37.8012978,-122.4405747,85068,1147223171.15364,13485.9544265016,Sep,14,24%,-1.947805643,-1.301461457
48,Alhambra,37.8012978,-122.4405747,85068,946104182.199476,11121.7400456044,Jun,15,24%,-1.947805643,-1.301461457
49,Alhambra,37.8012978,-122.4405747,85068,1238821430.091,14562.7195901044,Jul,14,24%,-1.947805643,-1.301461457
50,Alhambra,37.8012978,-122.4405747,85068,1025022262.01111,12049.4458787219,Aug,15,24%,-1.947805643,-1.301461457
51,Alhambra,37.8012978,-122.4405747,85068,973906831.761125,11448.5685776217,Jul,15,24%,-1.947805643,-1.301461457
52,Alhambra,37.8012978,-122.4405747,85068,852840724.641521,10025.3999699243,Feb,15,24%,-1.947805643,-1.301461457
53,Alhambra,37.8012978,-122.4405747,85068,946831935.670699,11130.295007179,May,15,24%,-1.947805643,-1.301461457
54,Alhambra,37.8012978,-122.4405747,85068,946733257.233923,11129.1350123892,Apr,15,24%,-1.947805643,-1.301461457
55,Alhambra,37.8012978,-122.4405747,85068,1001586133.2768,11773.9471161518,Mar,15,24%,-1.947805643,-1.301461457
56,Alhambra,37.8012978,-122.4405747,85068,862079493.284678,10134.0044821164,Dec,14,24%,-1.947805643,-1.301461457
57,Alhambra,37.8012978,-122.4405747,85068,907348226.155686,10666.1520919228,Jan,15,24%,-1.947805643,-1.301461457
58,Alhambra,37.8012978,-122.4405747,85068,969638989.370561,11398.3988029642,Nov,14,24%,-1.947805643,-1.301461457
59,Amador Water Agency,36.778261,-119.4179324,23347,193737413.503324,8298.17164960481,Feb,15,24%,-2.515306782,-2.230197237
60,Amador Water Agency,36.778261,-119.4179324,23347,369077722.090153,15808.3574801967,Jul,15,24%,-2.515306782,-2.230197237
61,Amador Water Agency,36.778261,-119.4179324,23347,361734021.773693,15493.8117005908,Jun,15,24%,-2.515306782,-2.230197237
62,Amador Water Agency,36.778261,-119.4179324,23347,257483760.580228,11028.5587261844,Apr,15,24%,-2.515306782,-2.230197237
63,Amador Water Agency,36.778261,-119.4179324,23347,489491694.8049,20965.9354437358,Jun,14,24%,-2.515306782,-2.230197237
64,Amador Water Agency,36.778261,-119.4179324,23347,252789849.037748,10827.5088464363,Mar,15,24%,-2.515306782,-2.230197237
65,Amador Water Agency,36.778261,-119.4179324,23347,357418651.484639,15308.9755208223,Aug,15,24%,-2.515306782,-2.230197237
66,Amador Water Agency,36.778261,-119.4179324,23347,246203231.228139,10545.3904667897,Dec,14,24%,-2.515306782,-2.230197237
67,Amador Water Agency,36.778261,-119.4179324,23347,209295459.019124,8964.55471877003,Nov,14,24%,-2.515306782,-2.230197237
68,Amador Water Agency,36.778261,-119.4179324,23347,259830716.351468,11129.0836660585,May,15,24%,-2.515306782,-2.230197237
69,Amador Water Agency,36.778261,-119.4179324,23347,209636146.147207,8979.14704875175,Jan,15,24%,-2.515306782,-2.230197237
70,Amador Water Agency,36.778261,-119.4179324,23347,504519782.565904,21609.6193329295,Jul,14,24%,-2.515306782,-2.230197237
71,Amador Water Agency,36.778261,-119.4179324,23347,433467589.297882,18566.3078467418,Aug,14,24%,-2.515306782,-2.230197237
72,Amador Water Agency,36.778261,-119.4179324,23347,335501112.911285,14370.2022919983,Oct,14,24%,-2.515306782,-2.230197237
73,Amador Water Agency,36.778261,-119.4179324,23347,428281574.125948,18344.1801570201,Sep,14,24%,-2.515306782,-2.230197237
74,American Canyon,34.4311491,-119.7177312,20080,365110216.071347,18182.7796848281,Aug,15,20%,-2.191422233,-1.686251237
75,American Canyon,34.4311491,-119.7177312,20080,261497857.456506,13022.8016661606,Jan,15,20%,-2.191422233,-1.686251237
76,American Canyon,34.4311491,-119.7177312,20080,307136634.465424,15295.6491267641,Mar,15,20%,-2.191422233,-1.686251237
77,American Canyon,34.4311491,-119.7177312,20080,345374528.716139,17199.9267288914,Oct,14,20%,-2.191422233,-1.686251237
78,American Canyon,34.4311491,-119.7177312,20080,363876735.611647,18121.351375082,Sep,14,20%,-2.191422233,-1.686251237
79,American Canyon,34.4311491,-119.7177312,20080,314537517.223627,15664.2189852404,Apr,15,20%,-2.191422233,-1.686251237
80,American Canyon,34.4311491,-119.7177312,20080,437885563.193677,21807.0499598445,Jul,14,20%,-2.191422233,-1.686251237
81,American Canyon,34.4311491,-119.7177312,20080,247929572.3998,12347.0902589542,Feb,15,20%,-2.191422233,-1.686251237
82,American Canyon,34.4311491,-119.7177312,20080,247929572.3998,12347.0902589542,Dec,14,20%,-2.191422233,-1.686251237
83,American Canyon,34.4311491,-119.7177312,20080,421850317.21757,21008.4819331459,Jun,14,20%,-2.191422233,-1.686251237
84,American Canyon,34.4311491,-119.7177312,20080,407048551.701164,20271.3422161934,Aug,14,20%,-2.191422233,-1.686251237
85,American Canyon,34.4311491,-119.7177312,20080,261497857.456506,13022.8016661606,Nov,14,20%,-2.191422233,-1.686251237
86,American Canyon,34.4311491,-119.7177312,20080,335506685.038535,16708.5002509231,Jun,15,20%,-2.191422233,-1.686251237
87,American Canyon,34.4311491,-119.7177312,20080,346608009.17584,17261.3550386374,May,15,20%,-2.191422233,-1.686251237
88,American Canyon,34.4311491,-119.7177312,20080,367577176.990748,18305.6363043201,Jul,15,20%,-2.191422233,-1.686251237
89,Anaheim,33.780285,-117.8927186,358549,6148900091.60698,17149.399640236,Apr,15,20%,-2.491475993,-1.866143132
90,Anaheim,33.780285,-117.8927186,356762,8424671539.7544,23614.2625609073,Jul,14,20%,-2.491475993,-1.866143132
91,Anaheim,33.780285,-117.8927186,358549,5444582749.118,15185.0451378138,Jan,15,20%,-2.491475993,-1.866143132
92,Anaheim,33.780285,-117.8927186,358549,5171983567.52419,14424.7608207642,Feb,15,20%,-2.491475993,-1.866143132
93,Anaheim,33.780285,-117.8927186,356762,6143966169.76818,17221.4702512268,Nov,14,20%,-2.491475993,-1.866143132
94,Anaheim,33.780285,-117.8927186,360142,5704847126.1148,15840.5493558508,Jul,15,20%,-2.491475993,-1.866143132
95,Anaheim,33.780285,-117.8927186,356762,4699560551.4589,13172.8170361723,Dec,14,20%,-2.491475993,-1.866143132
96,Anaheim,33.780285,-117.8927186,358549,6032952928.39514,16826.0207904502,Mar,15,20%,-2.491475993,-1.866143132
97,Anaheim,33.780285,-117.8927186,360142,6331455199.64266,17580.441047261,Aug,15,20%,-2.491475993,-1.866143132
98,Anaheim,33.780285,-117.8927186,356762,7183790197.2957,20136.0856741909,Oct,14,20%,-2.491475993,-1.866143132
99,Anaheim,33.780285,-117.8927186,360142,6009516799.66083,16686.5203160443,Jun,15,20%,-2.491475993,-1.866143132
100,Anaheim,33.780285,-117.8927186,356762,8059561323.68305,22590.8626021915,Aug,14,20%,-2.491475993,-1.866143132
101,Anaheim,33.780285,-117.8927186,358549,5618503493.93577,15670.1134124925,May,15,20%,-2.491475993,-1.866143132
102,Anaheim,33.780285,-117.8927186,356762,7605640514.51327,21318.5275183828,Sep,14,20%,-2.491475993,-1.866143132
103,Anaheim,33.780285,-117.8927186,356762,7805464348.98475,21878.6315498421,Jun,14,20%,-2.491475993,-1.866143132
104,Anderson,37.7385568,-122.4152012,11147,314079463.379919,28176.142763068,Aug,15,36%,-1.947648152,-1.330311649
105,Anderson,37.7385568,-122.4152012,11147,335414048.422997,30090.0734209202,Jul,15,36%,-1.947648152,-1.330311649
106,Anderson,37.7385568,-122.4152012,11147,296261526.581167,26577.691448925,Jun,15,36%,-1.947648152,-1.330311649
107,Anderson,37.7385568,-122.4152012,11147,258865436.155232,23222.8793536586,May,15,36%,-1.947648152,-1.330311649
108,Anderson,37.7385568,-122.4152012,11147,195138016.140999,17505.8774684668,Apr,15,36%,-1.947648152,-1.330311649
109,Anderson,37.7385568,-122.4152012,10050,146260769.49866,14553.3103978766,Nov,14,36%,-1.947648152,-1.330311649
110,Anderson,37.7385568,-122.4152012,10050,226352527.89849,22522.6395918896,Oct,14,36%,-1.947648152,-1.330311649
111,Anderson,37.7385568,-122.4152012,10050,315222657.965265,31365.438603509,Sep,14,36%,-1.947648152,-1.330311649
112,Anderson,37.7385568,-122.4152012,10050,376334357.918326,37446.2047679926,Aug,14,36%,-1.947648152,-1.330311649
113,Anderson,37.7385568,-122.4152012,10050,428451917.68999,42632.0316109443,Jul,14,36%,-1.947648152,-1.330311649
114,Anderson,37.7385568,-122.4152012,10050,395072149.962903,39310.661687851,Jun,14,36%,-1.947648152,-1.330311649
115,Antioch,38.0130582,-121.8700473,106455,1869039867.96481,17557.0886098803,Oct,14,28%,-2.040757525,-1.091323222
116,Antioch,38.0130582,-121.8700473,108298,1729978953.10631,15974.2465521645,Aug,15,28%,-2.040757525,-1.091323222
117,Antioch,38.0130582,-121.8700473,106455,1304846842.20886,12257.2621502876,Nov,14,28%,-2.040757525,-1.091323222
118,Antioch,38.0130582,-121.8700473,106455,1010182759.71715,9489.29368951345,Feb,15,28%,-2.040757525,-1.091323222
119,Antioch,38.0130582,-121.8700473,106455,2001196190.36083,18798.5175929813,Sep,14,28%,-2.040757525,-1.091323222
120,Antioch,38.0130582,-121.8700473,106455,1616889753.64535,15188.4810825734,May,15,28%,-2.040757525,-1.091323222
121,Antioch,38.0130582,-121.8700473,108298,1625948245.83983,15013.649798148,Jun,15,28%,-2.040757525,-1.091323222
122,Antioch,38.0130582,-121.8700473,106455,1053487879.10907,9896.08641312353,Dec,14,28%,-2.040757525,-1.091323222
123,Antioch,38.0130582,-121.8700473,106455,1481750526.17234,13919.0317615175,Apr,15,28%,-2.040757525,-1.091323222
124,Antioch,38.0130582,-121.8700473,106455,2391945399.20961,22469.0751886676,Jul,14,28%,-2.040757525,-1.091323222
125,Antioch,38.0130582,-121.8700473,108298,1730698181.48782,15980.8877494304,Jul,15,28%,-2.040757525,-1.091323222
126,Antioch,38.0130582,-121.8700473,106455,1370201989.61283,12871.1849101764,Mar,15,28%,-2.040757525,-1.091323222
127,Antioch,38.0130582,-121.8700473,106455,1106706993.9282,10396.0076457489,Jan,15,28%,-2.040757525,-1.091323222
128,Antioch,38.0130582,-121.8700473,106455,2231072937.32871,20957.8971145433,Aug,14,28%,-2.040757525,-1.091323222
129,Antioch,38.0130582,-121.8700473,106455,2335652529.41266,21940.280206779,Jun,14,28%,-2.040757525,-1.091323222
130,Apple Valley Ranchos,36.778261,-119.4179324,62602,1215178626.04667,19411.1789726633,May,15,28%,-2.515306782,-2.230197237
131,Apple Valley Ranchos,36.778261,-119.4179324,62602,1673508850.2945,26732.5141416329,Jun,14,28%,-2.515306782,-2.230197237
132,Apple Valley Ranchos,36.778261,-119.4179324,62602,708265720.818255,11313.787432003,Dec,14,28%,-2.515306782,-2.230197237
133,Apple Valley Ranchos,36.778261,-119.4179324,62602,1127753584.78567,18014.6574356358,Apr,15,28%,-2.515306782,-2.230197237
134,Apple Valley Ranchos,36.778261,-119.4179324,62602,1212825659.04032,19373.5928411284,Jul,15,28%,-2.515306782,-2.230197237
135,Apple Valley Ranchos,36.778261,-119.4179324,62602,1236683781.77854,19754.7008366911,Jun,15,28%,-2.515306782,-2.230197237
136,Apple Valley Ranchos,36.778261,-119.4179324,62602,1733360855.80607,27688.5859206745,Aug,14,28%,-2.515306782,-2.230197237
137,Apple Valley Ranchos,36.778261,-119.4179324,62602,1606122253.68321,25656.0853276765,Sep,14,28%,-2.515306782,-2.230197237
138,Apple Valley Ranchos,36.778261,-119.4179324,62602,1000322441.43967,15979.0812025122,Mar,15,28%,-2.515306782,-2.230197237
139,Apple Valley Ranchos,36.778261,-119.4179324,62602,677141998.394985,10816.619251701,Jan,15,28%,-2.515306782,-2.230197237
140,Apple Valley Ranchos,36.778261,-119.4179324,62602,679545932.195691,10855.0195232691,Feb,15,28%,-2.515306782,-2.230197237
141,Apple Valley Ranchos,36.778261,-119.4179324,62602,1001287979.04396,15994.504633142,Nov,14,28%,-2.515306782,-2.230197237
142,Apple Valley Ranchos,36.778261,-119.4179324,62602,1253097921.05144,20016.8991573981,Aug,15,28%,-2.515306782,-2.230197237
143,Apple Valley Ranchos,36.778261,-119.4179324,62602,1828493208.96991,29208.2235227295,Jul,14,28%,-2.515306782,-2.230197237
144,Apple Valley Ranchos,36.778261,-119.4179324,62602,1384917871.68966,22122.5818933845,Oct,14,28%,-2.515306782,-2.230197237
145,Arcadia,34.1358596,-118.0506039,54500,2004405747.01331,36778.0871011616,Sep,14,36%,-2.365034907,-1.944265532
146,Arcadia,34.1358596,-118.0506039,54705,1449339540.14809,26493.7307402995,Mar,15,36%,-2.365034907,-1.944265532
147,Arcadia,34.1358596,-118.0506039,45048,2138682429.85631,47475.6355411185,Jun,14,36%,-2.365034907,-1.944265532
148,Arcadia,34.1358596,-118.0506039,57639,1516810921.2937,26315.705013857,Jun,15,36%,-2.365034907,-1.944265532
149,Arcadia,34.1358596,-118.0506039,45048,2105551144.70875,46740.169257431,Aug,14,36%,-2.365034907,-1.944265532
150,Arcadia,34.1358596,-118.0506039,54500,2219031347.0012,40716.1715046091,Jul,14,36%,-2.365034907,-1.944265532
151,Arcadia,34.1358596,-118.0506039,54500,1881403075.57198,34521.1573499445,Oct,14,36%,-2.365034907,-1.944265532
152,Arcadia,34.1358596,-118.0506039,57639,1199263711.74841,20806.4628419717,Feb,15,36%,-2.365034907,-1.944265532
153,Arcadia,34.1358596,-118.0506039,57639,1356828505.67055,23540.1118282855,May,15,36%,-2.365034907,-1.944265532
154,Arcadia,34.1358596,-118.0506039,57639,1444405618.30928,25059.519046293,Apr,15,36%,-2.365034907,-1.944265532
155,Arcadia,34.1358596,-118.0506039,57639,1661498179.21657,28825.9369388187,Aug,15,36%,-2.365034907,-1.944265532
156,Arcadia,34.1358596,-118.0506039,57639,1530502554.39638,26553.246142306,Nov,14,36%,-2.365034907,-1.944265532
157,Arcadia,34.1358596,-118.0506039,57639,1169857537.58915,20296.2844183478,Jan,15,36%,-2.365034907,-1.944265532
158,Arcadia,34.1358596,-118.0506039,57639,1546784496.46442,26835.7274842455,Jul,15,36%,-2.365034907,-1.944265532
159,Arcadia,34.1358596,-118.0506039,57639,1021321820.63201,17719.2841762004,Dec,14,36%,-2.365034907,-1.944265532
160,Arcata,40.8807148,-124.0769691,18155,173811001.92299,9573.72635213382,Feb,15,4%,-1.629446636,-1.479974886
161,Arcata,40.8807148,-124.0769691,18464,191723574.035098,10383.6424412423,Mar,15,4%,-1.629446636,-1.479974886
162,Arcata,40.8807148,-124.0769691,18155,169790893.811608,9352.29379298307,Jan,15,4%,-1.629446636,-1.479974886
163,Arcata,40.8807148,-124.0769691,18464,223698953.711976,12115.4112712292,Jun,14,4%,-1.629446636,-1.479974886
164,Arcata,40.8807148,-124.0769691,18464,186064382.296383,10077.14375522,Apr,15,4%,-1.629446636,-1.479974886
165,Arcata,40.8807148,-124.0769691,18464,221268718.864982,11983.7910997066,Jun,15,4%,-1.629446636,-1.479974886
166,Arcata,40.8807148,-124.0769691,18155,259331041.896946,14284.2766123352,Sep,14,4%,-1.629446636,-1.479974886
167,Arcata,40.8807148,-124.0769691,18155,201735990.188211,11111.8694678166,Dec,14,4%,-1.629446636,-1.479974886
168,Arcata,40.8807148,-124.0769691,18155,166349953.817967,9162.76253472691,Nov,14,4%,-1.629446636,-1.479974886
169,Arcata,40.8807148,-124.0769691,18155,208791999.152068,11500.5232251208,Oct,14,4%,-1.629446636,-1.479974886
170,Arcata,40.8807148,-124.0769691,18464,230736035.613161,12496.535724283,Aug,15,4%,-1.629446636,-1.479974886
171,Arcata,40.8807148,-124.0769691,17712,240676528.928123,13588.3315790494,Aug,14,4%,-1.629446636,-1.479974886
172,Arcata,40.8807148,-124.0769691,17712,247781748.254925,13989.4844317369,Jul,14,4%,-1.629446636,-1.479974886
173,Arcata,40.8807148,-124.0769691,18464,219413866.723195,11883.3333363949,Jul,15,4%,-1.629446636,-1.479974886
174,Arcata,40.8807148,-124.0769691,18464,194910891.388944,10556.2657814636,May,15,4%,-1.629446636,-1.479974886
175,Arroyo Grande,35.0952135,-120.5816419,17121,231030890.101903,13494.0067812571,Jul,15,28%,-2.646418124,-2.28044667
176,Arroyo Grande,35.0952135,-120.5816419,17003,213515467.574156,12557.5173542408,Feb,15,28%,-2.646418124,-2.28044667
177,Arroyo Grande,35.0952135,-120.5816419,16901,303436193.086322,17953.7419730384,Oct,14,28%,-2.646418124,-2.28044667
178,Arroyo Grande,35.0952135,-120.5816419,17003,234854679.526975,13812.5436409442,Jan,15,28%,-2.646418124,-2.28044667
179,Arroyo Grande,35.0952135,-120.5816419,17003,256440587.571734,15082.0789020604,Apr,15,28%,-2.646418124,-2.28044667
180,Arroyo Grande,35.0952135,-120.5816419,17003,246942788.03204,14523.4833871693,Mar,15,28%,-2.646418124,-2.28044667
181,Arroyo Grande,35.0952135,-120.5816419,17121,243735738.836818,14236.0690869002,Aug,15,28%,-2.646418124,-2.28044667
182,Arroyo Grande,35.0952135,-120.5816419,16901,301585972.396772,17844.2679366175,Sep,14,28%,-2.646418124,-2.28044667
183,Arroyo Grande,35.0952135,-120.5816419,16901,328722542.510183,19449.8871374583,Aug,14,28%,-2.646418124,-2.28044667
184,Arroyo Grande,35.0952135,-120.5816419,16901,234854679.526975,13895.904356368,Nov,14,28%,-2.646418124,-2.28044667
185,Arroyo Grande,35.0952135,-120.5816419,16901,334026508.486895,19763.7127085317,Jun,14,28%,-2.646418124,-2.28044667
186,Arroyo Grande,35.0952135,-120.5816419,17121,253356886.422482,14798.0191824357,Jun,15,28%,-2.646418124,-2.28044667
187,Arroyo Grande,35.0952135,-120.5816419,17121,269885524.582469,15763.4206286122,May,15,28%,-2.646418124,-2.28044667
188,Arroyo Grande,35.0952135,-120.5816419,16901,342414175.612858,20259.9950069735,Jul,14,28%,-2.646418124,-2.28044667
189,Arroyo Grande,35.0952135,-120.5816419,17003,184652024.817165,10859.9673479483,Dec,14,28%,-2.646418124,-2.28044667
190,Arvin,36.778261,-119.4179324,20499,296068470.54192,14443.0689566281,Jul,15,28%,-2.515306782,-2.230197237
191,Arvin,36.778261,-119.4179324,20499,257294489.953515,12551.5630008057,Jun,15,28%,-2.515306782,-2.230197237
192,Arvin,36.778261,-119.4179324,20499,255541843.950154,12466.0639031247,May,15,28%,-2.515306782,-2.230197237
193,Arvin,36.778261,-119.4179324,20499,258645882.228245,12617.4877910262,Apr,15,28%,-2.515306782,-2.230197237
194,Arvin,36.778261,-119.4179324,19960,223486970.610057,11196.7420145319,Mar,15,28%,-2.515306782,-2.230197237
195,Arvin,36.778261,-119.4179324,19960,182797571.279318,9158.19495387365,Feb,15,28%,-2.515306782,-2.230197237
196,Arvin,36.778261,-119.4179324,19960,183327529.034114,9184.74594359289,Jan,15,28%,-2.515306782,-2.230197237
197,Arvin,36.778261,-119.4179324,19960,184273882.167679,9232.1584252344,Dec,14,28%,-2.515306782,-2.230197237
198,Arvin,36.778261,-119.4179324,19960,209863270.899263,10514.1919288208,Nov,14,28%,-2.515306782,-2.230197237
199,Arvin,36.778261,-119.4179324,19960,265963084.656966,13324.8038405294,Oct,14,28%,-2.515306782,-2.230197237
200,Arvin,36.778261,-119.4179324,19960,405606953.045743,20320.9896315502,Jun,14,28%,-2.515306782,-2.230197237
201,Arvin,36.778261,-119.4179324,19960,314037823.842042,15733.3579079179,Sep,14,28%,-2.515306782,-2.230197237
202,Arvin,36.778261,-119.4179324,19960,379828293.687446,19029.4736316356,Aug,14,28%,-2.515306782,-2.230197237
203,Arvin,36.778261,-119.4179324,20499,287729206.728949,14036.2557553514,Aug,15,28%,-2.515306782,-2.230197237
204,Arvin,36.778261,-119.4179324,19960,405001287.040262,20290.6456432997,Jul,14,28%,-2.515306782,-2.230197237
205,Atascadero,36.778261,-119.4179324,31379,584202716.412035,18617.6333347791,Aug,15,28%,-2.515306782,-2.230197237
206,Atascadero,36.778261,-119.4179324,31349,559181139.560589,17837.2879377521,Jul,15,28%,-2.515306782,-2.230197237
207,Atascadero,36.778261,-119.4179324,31308,571067334.918159,18240.3007192462,Jun,15,28%,-2.515306782,-2.230197237
208,Atascadero,36.778261,-119.4179324,30009,401253728.631346,13371.1129538254,Nov,14,28%,-2.515306782,-2.230197237
209,Atascadero,36.778261,-119.4179324,31192,460873976.045909,14775.3903579735,Apr,15,28%,-2.515306782,-2.230197237
210,Atascadero,36.778261,-119.4179324,31169,405455536.544373,13008.2946692025,Mar,15,28%,-2.515306782,-2.230197237
211,Atascadero,36.778261,-119.4179324,30009,287691352.603607,9586.83570274274,Feb,15,28%,-2.515306782,-2.230197237
212,Atascadero,36.778261,-119.4179324,31000,502210680.920007,16200.3445458067,May,15,28%,-2.515306782,-2.230197237
213,Atascadero,36.778261,-119.4179324,30009,295262177.672123,9839.12085281491,Dec,14,28%,-2.515306782,-2.230197237
214,Atascadero,36.778261,-119.4179324,30009,586738942.809987,19552.0991305937,Oct,14,28%,-2.515306782,-2.230197237
215,Atascadero,36.778261,-119.4179324,30009,658661780.960889,21948.8080562794,Sep,14,28%,-2.515306782,-2.230197237
216,Atascadero,36.778261,-119.4179324,30009,264978877.398059,8829.9802525262,Jan,15,28%,-2.515306782,-2.230197237
217,Atascadero,36.778261,-119.4179324,30009,752918553.063913,25089.758174678,Jul,14,28%,-2.515306782,-2.230197237
218,Atascadero,36.778261,-119.4179324,30009,753297094.317339,25102.3724321816,Jun,14,28%,-2.515306782,-2.230197237
219,Atwater,37.3442019,-120.599126,29500,1298396499.25049,44013.4406525589,Aug,14,36%,-2.467515745,-1.999312241
220,Atwater,37.3442019,-120.599126,29500,923262117.105522,31297.0209188313,Aug,15,36%,-2.467515745,-1.999312241
221,Atwater,37.3442019,-120.599126,29500,852474902.714898,28897.4543293186,Jul,15,36%,-2.467515745,-1.999312241
222,Atwater,37.3442019,-120.599126,29500,984623654.285844,33377.0730266388,Jun,15,36%,-2.467515745,-1.999312241
223,Atwater,37.3442019,-120.599126,29500,726799206.577533,24637.2612399164,May,15,36%,-2.467515745,-1.999312241
