,Supplier.Name,lat,long,Total.Population.Served,liters.2014.2015,liters.2014.2015.capita,Month,Year,Conservation.Standard.2015,SPEI_3YEARS,SPI_3YEARS
2575,Indian Wells Valley,36.778261,-119.4179324,31120,524824735.399664,16864.5480526884,Nov,14,36%,-2.515306782,-2.230197237
2576,Indian Wells Valley,36.778261,-119.4179324,31120,1151484638.79594,37001.4344086098,Jul,14,36%,-2.515306782,-2.230197237
2577,Indian Wells Valley,36.778261,-119.4179324,31120,388708871.492815,12490.6449708488,Jan,15,36%,-2.515306782,-2.230197237
2578,Indian Wells Valley,36.778261,-119.4179324,31120,858558060.65745,27588.6266278101,Jul,15,36%,-2.515306782,-2.230197237
2579,Indian Wells Valley,36.778261,-119.4179324,31120,1033955150.43229,33224.77989821,Jun,14,36%,-2.515306782,-2.230197237
2580,Indian Wells Valley,36.778261,-119.4179324,31120,1015077298.12395,32618.1651068107,Sep,14,36%,-2.515306782,-2.230197237
2581,Indian Wells Valley,36.778261,-119.4179324,31120,418571990.975577,13450.2567794208,Mar,15,36%,-2.515306782,-2.230197237
2582,Indian Wells Valley,36.778261,-119.4179324,31120,1014392138.45525,32596.148407945,Aug,14,36%,-2.515306782,-2.230197237
2583,Indian Wells Valley,36.778261,-119.4179324,31120,800334630.468028,25717.6937811063,Oct,14,36%,-2.515306782,-2.230197237
2584,Indian Wells Valley,36.778261,-119.4179324,31120,464655603.167633,14931.0926467748,Dec,14,36%,-2.515306782,-2.230197237
2585,Indio,33.7342277,-116.3174647,88411,2148600154.44483,24302.407556128,May,15,32%,-2.157750553,-0.823025687
2586,Indio,33.7342277,-116.3174647,86494,2670608542.91901,30876.2289051149,Aug,14,32%,-2.157750553,-0.823025687
2587,Indio,33.7342277,-116.3174647,88411,2073648986.26652,23454.6491530072,Apr,15,32%,-2.157750553,-0.823025687
2588,Indio,33.7342277,-116.3174647,88411,2300773738.322,26023.6140109489,Jul,15,32%,-2.157750553,-0.823025687
2589,Indio,33.7342277,-116.3174647,88411,2067970867.46514,23390.4250315587,Jun,15,32%,-2.157750553,-0.823025687
2590,Indio,33.7342277,-116.3174647,86494,2742531381.06991,31707.7644815815,Jun,14,32%,-2.157750553,-0.823025687
2591,Indio,33.7342277,-116.3174647,86494,2124752055.47901,24565.3115300368,Oct,14,32%,-2.157750553,-0.823025687
2592,Indio,33.7342277,-116.3174647,86494,2887134139.87856,33379.5886405827,Jul,14,32%,-2.157750553,-0.823025687
2593,Indio,33.7342277,-116.3174647,86494,2248535045.34924,25996.4280221662,Sep,14,32%,-2.157750553,-0.823025687
2594,Indio,33.7342277,-116.3174647,88411,1808670108.86846,20457.5234854087,Mar,15,32%,-2.157750553,-0.823025687
2595,Indio,33.7342277,-116.3174647,88411,1478203594.62774,16719.6796171036,Feb,15,32%,-2.157750553,-0.823025687
2596,Indio,33.7342277,-116.3174647,88411,2227715276.41082,25197.263648311,Aug,15,32%,-2.157750553,-0.823025687
2597,Indio,33.7342277,-116.3174647,86494,1992641158.0334,23037.9119711587,Nov,14,32%,-2.157750553,-0.823025687
2598,Indio,33.7342277,-116.3174647,88411,1456248201.92905,16471.3463475025,Jan,15,32%,-2.157750553,-0.823025687
2599,Indio,33.7342277,-116.3174647,86494,1349499568.46297,15602.2333163337,Dec,14,32%,-2.157750553,-0.823025687
2600,Inglewood,33.9121275,-118.3960602,86418,919171136.361916,10636.338915063,Jun,15,12%,-2.561180454,-1.818008756
2601,Inglewood,33.9121275,-118.3960602,86418,971568152.809533,11242.6595478897,Jul,15,12%,-2.561180454,-1.818008756
2602,Inglewood,33.9121275,-118.3960602,86418,892726548.786397,10330.3310512439,May,15,12%,-2.561180454,-1.818008756
2603,Inglewood,33.9121275,-118.3960602,86418,902458709.613433,10442.9483396218,Apr,15,12%,-2.561180454,-1.818008756
2604,Inglewood,33.9121275,-118.3960602,86418,984379080.863982,11390.9032940358,Aug,15,12%,-2.561180454,-1.818008756
2605,Inglewood,33.9121275,-118.3960602,92386,848794908.733704,9187.48412891243,Dec,14,12%,-2.561180454,-1.818008756
2606,Inglewood,33.9121275,-118.3960602,86418,968132909.729267,11202.9080715738,Mar,15,12%,-2.561180454,-1.818008756
2607,Inglewood,33.9121275,-118.3960602,92386,853908918.719622,9242.83894442472,Feb,15,12%,-2.561180454,-1.818008756
2608,Inglewood,33.9121275,-118.3960602,92386,831457107.392154,8999.8171518645,Jan,15,12%,-2.561180454,-1.818008756
2609,Inglewood,33.9121275,-118.3960602,111200,1074255401.0796,9660.57015359352,Aug,14,12%,-2.561180454,-1.818008756
2610,Inglewood,33.9121275,-118.3960602,92386,945994402.438563,10239.586110867,Nov,14,12%,-2.561180454,-1.818008756
2611,Inglewood,33.9121275,-118.3960602,92386,1048821034.00058,11352.5970818152,Oct,14,12%,-2.561180454,-1.818008756
2612,Inglewood,33.9121275,-118.3960602,92386,1049179976.81435,11356.4823329763,Sep,14,12%,-2.561180454,-1.818008756
2613,Inglewood,33.9121275,-118.3960602,115904,927123237.890465,7999.0616190163,Jul,14,12%,-2.561180454,-1.818008756
2614,Inglewood,33.9121275,-118.3960602,111200,1069274606.98333,9615.77883977814,Jun,14,12%,-2.561180454,-1.818008756
2615,Irvine Ranch,33.6678819,-117.7664369,380104,7515719789.00111,19772.7984683168,Sep,14,16%,-2.569910931,-1.788060567
2616,Irvine Ranch,33.6678819,-117.7664369,365858,7141975209.71185,19521.167255361,Jun,14,16%,-2.569910931,-1.788060567
2617,Irvine Ranch,33.6678819,-117.7664369,378750,7121129389.94291,18801.6617556249,Aug,14,16%,-2.569910931,-1.788060567
2618,Irvine Ranch,33.6678819,-117.7664369,368975,7589481920.49119,20569.095251687,Jul,14,16%,-2.569910931,-1.788060567
2619,Irvine Ranch,33.6678819,-117.7664369,381880,5528089376.23972,14475.9855877232,Nov,14,16%,-2.569910931,-1.788060567
2620,Irvine Ranch,33.6678819,-117.7664369,383305,4841410804.32445,12630.700889173,Jan,15,16%,-2.569910931,-1.788060567
2621,Irvine Ranch,33.6678819,-117.7664369,386669,5354785371.6518,13848.49928919,May,15,16%,-2.569910931,-1.788060567
2622,Irvine Ranch,33.6678819,-117.7664369,381003,6858521400.07268,18001.2267621848,Oct,14,16%,-2.569910931,-1.788060567
2623,Irvine Ranch,33.6678819,-117.7664369,382411,5198010005.22387,13592.7313942953,Dec,14,16%,-2.569910931,-1.788060567
2624,Irvine Ranch,33.6678819,-117.7664369,385056,5972142341.7319,15509.8020592638,Mar,15,16%,-2.569910931,-1.788060567
2625,Irvine Ranch,33.6678819,-117.7664369,384154,5044565036.03713,13131.6217871924,Feb,15,16%,-2.569910931,-1.788060567
2626,Irvine Ranch,33.6678819,-117.7664369,385742,5900970519.20718,15297.713288175,Apr,15,16%,-2.569910931,-1.788060567
2627,Irvine Ranch,33.6678819,-117.7664369,386026,6066133552.76108,15714.3134212749,Aug,15,16%,-2.569910931,-1.788060567
2628,Irvine Ranch,33.6678819,-117.7664369,387501,5835102662.65918,15058.2905919189,Jul,15,16%,-2.569910931,-1.788060567
2629,Irvine Ranch,33.6678819,-117.7664369,387138,6586033231.72024,17012.1073925067,Jun,15,16%,-2.569910931,-1.788060567
2630,Joshua Basin,36.778261,-119.4179324,9514,229755471.306573,24149.1981612963,Jul,14,28%,-2.515306782,-2.230197237
2631,Joshua Basin,36.778261,-119.4179324,9514,157102238.749754,16512.7431942142,Jul,15,28%,-2.515306782,-2.230197237
2632,Joshua Basin,36.778261,-119.4179324,9514,115678264.471632,12158.7412730326,Jan,15,28%,-2.515306782,-2.230197237
2633,Joshua Basin,36.778261,-119.4179324,9514,220488332.612843,23175.1453240323,Jun,14,28%,-2.515306782,-2.230197237
2634,Joshua Basin,36.778261,-119.4179324,9514,103360728.601063,10864.066491598,Feb,15,28%,-2.515306782,-2.230197237
2635,Joshua Basin,36.778261,-119.4179324,9514,194967621.90164,20492.7077886945,Aug,14,28%,-2.515306782,-2.230197237
2636,Joshua Basin,36.778261,-119.4179324,9514,170042682.252472,17872.8907139449,Jun,15,28%,-2.515306782,-2.230197237
2637,Joshua Basin,36.778261,-119.4179324,9514,163892548.680405,17226.4608661347,May,15,28%,-2.515306782,-2.230197237
2638,Joshua Basin,36.778261,-119.4179324,9514,156333780.423361,16431.9718754846,Aug,15,28%,-2.515306782,-2.230197237
2639,Joshua Basin,36.778261,-119.4179324,9514,139030516.534682,14613.255889708,Mar,15,28%,-2.515306782,-2.230197237
2640,Joshua Basin,36.778261,-119.4179324,9514,190989647.419106,20074.5898065068,Sep,14,28%,-2.515306782,-2.230197237
2641,Joshua Basin,36.778261,-119.4179324,9514,122735006.181579,12900.4631260856,Dec,14,28%,-2.515306782,-2.230197237
2642,Joshua Basin,36.778261,-119.4179324,9514,141350693.279379,14857.1256337375,Apr,15,28%,-2.515306782,-2.230197237
2643,Joshua Basin,36.778261,-119.4179324,9514,157397040.579622,16543.7293020415,Oct,14,28%,-2.515306782,-2.230197237
2644,Joshua Basin,36.778261,-119.4179324,9514,112884431.23041,11865.0863181007,Nov,14,28%,-2.515306782,-2.230197237
2645,Jurupa,36.778261,-119.4179324,118731,2904469037.574,24462.6006483059,Aug,15,28%,-2.515306782,-2.230197237
2646,Jurupa,36.778261,-119.4179324,118731,3557604341.86818,29963.5675760179,Jun,14,28%,-2.515306782,-2.230197237
2647,Jurupa,36.778261,-119.4179324,118731,3724243851.53233,31367.072218143,Jul,14,28%,-2.515306782,-2.230197237
2648,Jurupa,36.778261,-119.4179324,118731,2163239792.32848,18219.671293331,May,15,28%,-2.515306782,-2.230197237
2649,Jurupa,36.778261,-119.4179324,118731,2586992136.41491,21788.6831275312,Jul,15,28%,-2.515306782,-2.230197237
2650,Jurupa,36.778261,-119.4179324,118731,3091548551.93586,26038.259190404,Sep,14,28%,-2.515306782,-2.230197237
2651,Jurupa,36.778261,-119.4179324,118731,2705170665.77836,22784.0299987228,Jun,15,28%,-2.515306782,-2.230197237
2652,Jurupa,36.778261,-119.4179324,118731,2140897760.76193,18031.4977618476,Nov,14,28%,-2.515306782,-2.230197237
2653,Jurupa,36.778261,-119.4179324,118731,1622980284.9015,13669.3895014908,Feb,15,28%,-2.515306782,-2.230197237
2654,Jurupa,36.778261,-119.4179324,118731,2169208604.27297,18269.9430163392,Mar,15,28%,-2.515306782,-2.230197237
2655,Jurupa,36.778261,-119.4179324,118731,3366910729.7594,28357.4696562768,Aug,14,28%,-2.515306782,-2.230197237
2656,Jurupa,36.778261,-119.4179324,118731,1249476234.30189,10523.5889051881,Dec,14,28%,-2.515306782,-2.230197237
2657,Jurupa,36.778261,-119.4179324,118731,2763351472.10151,23274.0520344435,Oct,14,28%,-2.515306782,-2.230197237
2658,Jurupa,36.778261,-119.4179324,118731,1603116315.57849,13502.0872019817,Jan,15,28%,-2.515306782,-2.230197237
2659,Jurupa,36.778261,-119.4179324,118731,2392562311.9937,20151.1173324044,Apr,15,28%,-2.515306782,-2.230197237
2660,Kerman,36.7199008,-120.0965719,14339,403119937.010735,28113.532115959,Aug,15,32%,-2.707599779,-2.453033937
2661,Kerman,36.7199008,-120.0965719,14339,310271338.370456,21638.2828907494,Apr,15,32%,-2.707599779,-2.453033937
2662,Kerman,36.7199008,-120.0965719,14339,393743470.163378,27459.6185343035,Jul,15,32%,-2.707599779,-2.453033937
2663,Kerman,36.7199008,-120.0965719,14339,386509546.810411,26955.1256580244,Jun,15,32%,-2.707599779,-2.453033937
2664,Kerman,36.7199008,-120.0965719,13551,216877640.325243,16004.5487657916,Dec,14,32%,-2.707599779,-2.453033937
2665,Kerman,36.7199008,-120.0965719,14339,158203746.044244,11033.1087275433,Feb,15,32%,-2.707599779,-2.453033937
2666,Kerman,36.7199008,-120.0965719,14339,267655164.059779,18666.2364223293,Jan,15,32%,-2.707599779,-2.453033937
2667,Kerman,36.7199008,-120.0965719,14339,348557000.741941,24308.3200182677,May,15,32%,-2.707599779,-2.453033937
2668,Kerman,36.7199008,-120.0965719,14339,399493511.802916,27860.6256923716,Sep,14,32%,-2.707599779,-2.453033937
2669,Kerman,36.7199008,-120.0965719,14339,452523355.995336,31558.9201475233,Aug,14,32%,-2.707599779,-2.453033937
2670,Kerman,36.7199008,-120.0965719,14339,522784398.043699,36458.9161059836,Jul,14,32%,-2.707599779,-2.453033937
2671,Kerman,36.7199008,-120.0965719,13551,512692488.227367,37834.2918033626,Jun,14,32%,-2.707599779,-2.453033937
2672,Kerman,36.7199008,-120.0965719,14339,343598110.322063,23962.4876436336,Oct,14,32%,-2.707599779,-2.453033937
2673,Kerman,36.7199008,-120.0965719,14339,216877640.325243,15125.018503748,Nov,14,32%,-2.707599779,-2.453033937
2674,Kingsburg,36.5140245,-119.5539,11504,231288705.843163,20105.0683104279,Nov,14,36%,-2.600438042,-2.375001111
2675,Kingsburg,36.5140245,-119.5539,11504,515951728.419363,44849.7677694161,Jun,14,36%,-2.600438042,-2.375001111
2676,Kingsburg,36.5140245,-119.5539,11685,395159214.451191,33817.647792143,Jul,15,36%,-2.600438042,-2.375001111
2677,Kingsburg,36.5140245,-119.5539,11685,385956876.58041,33030.1135284904,Jun,15,36%,-2.600438042,-2.375001111
2678,Kingsburg,36.5140245,-119.5539,11685,328581378.798661,28119.9297217511,May,15,36%,-2.600438042,-2.375001111
2679,Kingsburg,36.5140245,-119.5539,11685,298248868.161652,25524.0794318915,Apr,15,36%,-2.600438042,-2.375001111
2680,Kingsburg,36.5140245,-119.5539,11504,254001181.048711,22079.3794374749,Mar,15,36%,-2.600438042,-2.375001111
2681,Kingsburg,36.5140245,-119.5539,11685,151037960.116894,12925.7988974663,Feb,15,36%,-2.600438042,-2.375001111
2682,Kingsburg,36.5140245,-119.5539,11504,171479187.801887,14906.0490092043,Jan,15,36%,-2.600438042,-2.375001111
2683,Kingsburg,36.5140245,-119.5539,11504,170343564.041609,14807.333452852,Dec,14,36%,-2.600438042,-2.375001111
2684,Kingsburg,36.5140245,-119.5539,11504,405039141.165604,35208.5484323369,Oct,14,36%,-2.600438042,-2.375001111
2685,Kingsburg,36.5140245,-119.5539,11504,447057220.295868,38861.0240173738,Sep,14,36%,-2.600438042,-2.375001111
2686,Kingsburg,36.5140245,-119.5539,11504,497603833.865815,43254.8534306167,Aug,14,36%,-2.600438042,-2.375001111
2687,Kingsburg,36.5140245,-119.5539,11504,536165831.352301,46606.9046724879,Jul,14,36%,-2.600438042,-2.375001111
2688,Kingsburg,36.5140245,-119.5539,11685,362869645.53397,31054.3128398776,Aug,15,36%,-2.600438042,-2.375001111
2689,La Habra ,36.778261,-119.4179324,63118,848979930.802659,13450.6785830137,Apr,15,28%,-2.515306782,-2.230197237
2690,La Habra ,36.778261,-119.4179324,63118,1365462868.88845,21633.4939143897,Jul,14,28%,-2.515306782,-2.230197237
2691,La Habra ,36.778261,-119.4179324,63118,822324418.068531,13028.3662040706,Feb,15,28%,-2.515306782,-2.230197237
2692,La Habra ,36.778261,-119.4179324,63118,796618685.288373,12621.1015128549,May,15,28%,-2.515306782,-2.230197237
2693,La Habra ,36.778261,-119.4179324,63118,914083029.465651,14482.129178137,Jun,15,28%,-2.515306782,-2.230197237
2694,La Habra ,36.778261,-119.4179324,63118,858157025.422831,13596.0744228719,Nov,14,28%,-2.515306782,-2.230197237
2695,La Habra ,36.778261,-119.4179324,63118,1092851352.49004,17314.4166876334,Oct,14,28%,-2.515306782,-2.230197237
2696,La Habra ,36.778261,-119.4179324,63118,749314709.658859,11871.6484942308,Jan,15,28%,-2.515306782,-2.230197237
2697,La Habra ,36.778261,-119.4179324,63118,810495340.460003,12840.9540932856,Dec,14,28%,-2.515306782,-2.230197237
2698,La Habra ,36.778261,-119.4179324,63118,1354435553.57873,21458.7843971407,Jun,14,28%,-2.515306782,-2.230197237
2699,La Habra ,36.778261,-119.4179324,63118,926837217.418954,14684.1981276174,Aug,15,28%,-2.515306782,-2.230197237
2700,La Habra ,36.778261,-119.4179324,63118,1303480475.7885,20651.4857217989,Sep,14,28%,-2.515306782,-2.230197237
2701,La Habra ,36.778261,-119.4179324,63118,1239610857.58521,19639.5775782694,Aug,14,28%,-2.515306782,-2.230197237
2702,La Habra ,36.778261,-119.4179324,63118,870208129.514104,13787.0041749438,Jul,15,28%,-2.515306782,-2.230197237
2703,La Habra ,36.778261,-119.4179324,63118,989251328.679799,15673.0461782661,Mar,15,28%,-2.515306782,-2.230197237
2704,La Palma,33.0322815,-117.1858703,15896,168197395.48476,10581.1144617992,Jan,15,20%,-2.362673025,-1.68506762
2705,La Palma,33.0322815,-117.1858703,15896,215550710.332662,13560.0597843899,Oct,14,20%,-2.362673025,-1.68506762
2706,La Palma,33.0322815,-117.1858703,15896,157589463.531336,9913.78104751734,Feb,15,20%,-2.362673025,-1.68506762
2707,La Palma,33.0322815,-117.1858703,15896,193964802.287903,12202.113883235,Jul,15,20%,-2.362673025,-1.68506762
2708,La Palma,33.0322815,-117.1858703,15896,195926036.218827,12325.4929679685,Jun,15,20%,-2.362673025,-1.68506762
2709,La Palma,33.0322815,-117.1858703,15896,224715470.148237,14136.604815566,Sep,14,20%,-2.362673025,-1.68506762
2710,La Palma,33.0322815,-117.1858703,15896,203018548.862105,12771.6751926337,Aug,15,20%,-2.362673025,-1.68506762
2711,La Palma,33.0322815,-117.1858703,15896,194470529.276381,12233.9286157763,Mar,15,20%,-2.362673025,-1.68506762
2712,La Palma,33.0322815,-117.1858703,15896,264260853.686235,16624.3617064818,Jul,14,20%,-2.362673025,-1.68506762
2713,La Palma,33.0322815,-117.1858703,15896,254257327.158064,15995.0507774323,Jun,14,20%,-2.362673025,-1.68506762
2714,La Palma,33.0322815,-117.1858703,15896,155171841.830323,9761.69110658799,Dec,14,20%,-2.362673025,-1.68506762
2715,La Palma,33.0322815,-117.1858703,15896,248953361.181352,15661.3840702914,Aug,14,20%,-2.362673025,-1.68506762
2716,La Palma,33.0322815,-117.1858703,15896,194334846.425813,12225.3929558262,Apr,15,20%,-2.362673025,-1.68506762
2717,La Palma,33.0322815,-117.1858703,15896,179631759.346184,11300.4378048681,May,15,20%,-2.362673025,-1.68506762
2718,La Palma,33.0322815,-117.1858703,15896,193890793.460321,12197.4580687167,Nov,14,20%,-2.362673025,-1.68506762
2719,La Verne,34.0323448,-118.1588802,32228,536058272.981239,16633.3087061325,Feb,15,32%,-2.423394292,-1.929483257
2720,La Verne,34.0323448,-118.1588802,32228,709053907.454234,22001.1762273251,Mar,15,32%,-2.423394292,-1.929483257
2721,La Verne,34.0323448,-118.1588802,32228,644148165.664794,19987.2212257911,Nov,14,32%,-2.423394292,-1.929483257
2722,La Verne,34.0323448,-118.1588802,32228,737744662.946868,22891.419354191,Apr,15,32%,-2.423394292,-1.929483257
2723,La Verne,34.0323448,-118.1588802,32228,786220445.013097,24395.5704670813,Jun,15,32%,-2.423394292,-1.929483257
2724,La Verne,34.0323448,-118.1588802,32228,1047841650.51557,32513.3936488635,Aug,14,32%,-2.423394292,-1.929483257
2725,La Verne,34.0323448,-118.1588802,32228,925480388.913284,28716.6559796849,Oct,14,32%,-2.423394292,-1.929483257
2726,La Verne,34.0323448,-118.1588802,32228,1001787190.59174,31084.3735444873,Sep,14,32%,-2.423394292,-1.929483257
2727,La Verne,34.0323448,-118.1588802,32228,419593047.976318,13019.5186786744,Dec,14,32%,-2.423394292,-1.929483257
2728,La Verne,34.0323448,-118.1588802,32228,1139267222.18857,35350.2303024877,Jun,14,32%,-2.423394292,-1.929483257
2729,La Verne,34.0323448,-118.1588802,32228,1191505119.65689,36971.1157892792,Jul,14,32%,-2.423394292,-1.929483257
2730,La Verne,34.0323448,-118.1588802,32228,886958794.156837,27521.3725380674,Aug,15,32%,-2.423394292,-1.929483257
2731,La Verne,34.0323448,-118.1588802,32228,658308521.342156,20426.601754442,May,15,32%,-2.423394292,-1.929483257
2732,La Verne,34.0323448,-118.1588802,32228,789162295.909483,24486.8529201155,Jul,15,32%,-2.423394292,-1.929483257
2733,La Verne,34.0323448,-118.1588802,32228,497277647.328256,15429.9878158203,Jan,15,32%,-2.423394292,-1.929483257
2734,Laguna Beach,36.778261,-119.4179324,19121,321457342.602547,16811.7432457793,May,15,24%,-2.515306782,-2.230197237
2735,Laguna Beach,36.778261,-119.4179324,19121,347964837.681511,18198.046006041,Aug,15,24%,-2.515306782,-2.230197237
2736,Laguna Beach,36.778261,-119.4179324,19121,314685534.878791,16457.5877244282,Jul,15,24%,-2.515306782,-2.230197237
2737,Laguna Beach,36.778261,-119.4179324,19121,278840592.719895,14582.9503017569,Feb,15,24%,-2.515306782,-2.230197237
2738,Laguna Beach,36.778261,-119.4179324,19121,333755142.785761,17454.8999940255,Apr,15,24%,-2.515306782,-2.230197237
2739,Laguna Beach,36.778261,-119.4179324,19121,344104043.842648,17996.1322024292,Mar,15,24%,-2.515306782,-2.230197237
2740,Laguna Beach,36.778261,-119.4179324,19121,325947211.475857,17046.5567426315,Jun,15,24%,-2.515306782,-2.230197237
2741,Laguna Beach,36.778261,-119.4179324,19121,379899646.783156,19868.1892570031,Oct,14,24%,-2.515306782,-2.230197237
2742,Laguna Beach,36.778261,-119.4179324,19120,413474984.896204,21625.2607163287,Sep,14,24%,-2.515306782,-2.230197237
2743,Laguna Beach,36.778261,-119.4179324,19121,327131352.717169,17108.4855769661,Nov,14,24%,-2.515306782,-2.230197237
2744,Laguna Beach,36.778261,-119.4179324,19121,420370140.66593,21984.736188794,Jun,14,24%,-2.515306782,-2.230197237
2745,Laguna Beach,36.778261,-119.4179324,19121,256378913.548749,13408.2377254719,Dec,14,24%,-2.515306782,-2.230197237
2746,Laguna Beach,36.778261,-119.4179324,20850,479453854.685584,22995.3887139369,Aug,14,24%,-2.515306782,-2.230197237
2747,Laguna Beach,36.778261,-119.4179324,19121,445089089.078328,23277.5006055294,Jul,14,24%,-2.515306782,-2.230197237
2748,Laguna Beach,36.778261,-119.4179324,19121,281554249.731236,14724.8705471071,Jan,15,24%,-2.515306782,-2.230197237
2749,Lake Arrowhead,36.778261,-119.4179324,28887,99714560.3621883,3451.88355876998,Jan,15,16%,-2.515306782,-2.230197237
2750,Lake Arrowhead,36.778261,-119.4179324,32724,97370947.4887573,2975.52094758457,Dec,14,16%,-2.515306782,-2.230197237
2751,Lake Arrowhead,36.778261,-119.4179324,22675,90229095.6270914,3979.2324422091,Apr,15,16%,-2.515306782,-2.230197237
2752,Lake Arrowhead,36.778261,-119.4179324,26848,80410591.1678755,2995.03095827903,Feb,15,16%,-2.515306782,-2.230197237
2753,Lake Arrowhead,36.778261,-119.4179324,21647,209555995.298518,9680.60217575265,Sep,14,16%,-2.515306782,-2.230197237
2754,Lake Arrowhead,36.778261,-119.4179324,20742,224616791.711461,10829.0806919034,Aug,14,16%,-2.515306782,-2.230197237
2755,Lake Arrowhead,36.778261,-119.4179324,19804,166100478.703269,8387.21867820991,Oct,14,16%,-2.515306782,-2.230197237
2756,Lake Arrowhead,36.778261,-119.4179324,22495,122225578.751722,5433.45537904967,May,15,16%,-2.515306782,-2.230197237
2757,Lake Arrowhead,36.778261,-119.4179324,22389,201785068.402404,9012.68785575079,Aug,15,16%,-2.515306782,-2.230197237
2758,Lake Arrowhead,36.778261,-119.4179324,19724,254948076.215496,12925.7795688246,Jul,14,16%,-2.515306782,-2.230197237
2759,Lake Arrowhead,36.778261,-119.4179324,23259,223185954.378208,9595.68142990705,Jun,14,16%,-2.515306782,-2.230197237
2760,Lake Arrowhead,36.778261,-119.4179324,19116,170775369.645534,8933.63515617985,Jun,15,16%,-2.515306782,-2.230197237
2761,Lake Arrowhead,36.778261,-119.4179324,21827,197208855.896916,9035.08754739156,Jul,15,16%,-2.515306782,-2.230197237
2762,Lake Arrowhead,36.778261,-119.4179324,28066,87170064.0870342,3105.89553506143,Mar,15,16%,-2.515306782,-2.230197237
2763,Lake Arrowhead,36.778261,-119.4179324,23752,106165663.166422,4469.7567853832,Nov,14,16%,-2.515306782,-2.230197237
2764,Lake Hemet,33.7382481,-116.893843,52914,1345110441.30339,25420.6909570887,Aug,14,28%,-2.065355033,-1.357594615
2765,Lake Hemet,33.7382481,-116.893843,52914,720599284.557031,13618.3105521607,May,15,28%,-2.065355033,-1.357594615
2766,Lake Hemet,33.7382481,-116.893843,52914,1015031070.28754,19182.6562022818,Aug,15,28%,-2.065355033,-1.357594615
2767,Lake Hemet,33.7382481,-116.893843,52914,1170696304.30174,22124.5096628821,Sep,14,28%,-2.065355033,-1.357594615
2768,Lake Hemet,33.7382481,-116.893843,52914,944105943.854761,17842.2713054156,Jun,15,28%,-2.065355033,-1.357594615
2769,Lake Hemet,33.7382481,-116.893843,52914,1138872508.44147,21523.0847874186,Oct,14,28%,-2.065355033,-1.357594615
2770,Lake Hemet,33.7382481,-116.893843,52914,487224781.581697,9207.86146542875,Dec,14,28%,-2.065355033,-1.357594615
2771,Lake Hemet,33.7382481,-116.893843,52914,874660993.973623,16529.8596585709,Jul,15,28%,-2.065355033,-1.357594615
2772,Lake Hemet,33.7382481,-116.893843,52914,789304146.162349,14916.7355739946,Jan,15,28%,-2.065355033,-1.357594615
2773,Lake Hemet,33.7382481,-116.893843,52914,995048686.840392,18805.0173269908,Nov,14,28%,-2.065355033,-1.357594615
2774,Lake Hemet,33.7382481,-116.893843,52914,811260098.345018,15331.672115981,Apr,15,28%,-2.065355033,-1.357594615
2775,Lake Hemet,33.7382481,-116.893843,52914,736683869.751525,13922.2865357283,Mar,15,28%,-2.065355033,-1.357594615
2776,Lake Hemet,33.7382481,-116.893843,52914,683101478.582136,12909.6548849479,Feb,15,28%,-2.065355033,-1.357594615
2777,Lake Hemet,33.7382481,-116.893843,52914,1148370307.98116,21702.5798083903,Jun,14,28%,-2.065355033,-1.357594615
2778,Lake Hemet,33.7382481,-116.893843,52914,1437621475.78093,27169.019083436,Jul,14,28%,-2.065355033,-1.357594615
2779,Lakeside,38.2611957,-120.3176838,35500,363383343.427767,10236.150519092,Jul,15,20%,-2.369646108,-2.057638414
2780,Lakeside,38.2611957,-120.3176838,35500,352886424.715715,9940.46266804832,Mar,15,20%,-2.369646108,-2.057638414
2781,Lakeside,38.2611957,-120.3176838,35500,416546351.240858,11733.7000349538,Aug,15,20%,-2.369646108,-2.057638414
2782,Lakeside,38.2611957,-120.3176838,35500,378185108.944173,10653.1016603992,Jun,15,20%,-2.369646108,-2.057638414
2783,Lakeside,38.2611957,-120.3176838,35500,374015944.990385,10535.6604222644,Apr,15,20%,-2.369646108,-2.057638414
2784,Lakeside,38.2611957,-120.3176838,35500,369304049.634329,10402.9309756149,Nov,14,20%,-2.369646108,-2.057638414
2785,Lakeside,38.2611957,-120.3176838,35500,461074995.836046,12988.0280517196,Oct,14,20%,-2.369646108,-2.057638414
2786,Lakeside,38.2611957,-120.3176838,33657,518123467.097194,15394.2260777013,Jun,14,20%,-2.369646108,-2.057638414
2787,Lakeside,38.2611957,-120.3176838,35500,276139270.513151,7778.57100037044,Jan,15,20%,-2.369646108,-2.057638414
2788,Lakeside,38.2611957,-120.3176838,35500,257550719.985464,7254.94985874546,Dec,14,20%,-2.369646108,-2.057638414
2789,Lakeside,38.2611957,-120.3176838,35500,298415927.615341,8406.08246803779,Feb,15,20%,-2.369646108,-2.057638414
2790,Lakeside,38.2611957,-120.3176838,35500,488088217.903487,13748.9638846053,Sep,14,20%,-2.369646108,-2.057638414
2791,Lakeside,38.2611957,-120.3176838,35500,321839721.545054,9065.90764915645,May,15,20%,-2.369646108,-2.057638414
2792,Lakeside,38.2611957,-120.3176838,33657,527485583.786321,15672.3886200886,Jul,14,20%,-2.369646108,-2.057638414
2793,Lakeside,38.2611957,-120.3176838,35500,488088217.903487,13748.9638846053,Aug,14,20%,-2.369646108,-2.057638414
